SITE_ID,VISIT_NO,UID,DATE_COL,AREA_HA,DSGN12,ELEVATION,EPA_REG,EVALSTAT,HUC2,HUC8,LAKE_ORIGIN,LAKE_ORIGIN12,LAT_DD83,LON_DD83,PERIM_KM,SITEID_07,ST_SITEID,STATUS,ECO_LEV_3,ECO_LEV_3_2015,ECO_LEV_4,ECO_LEV_4_2015,XCOORD,YCOORD
NLA12_FL-115,,,,95.71130842,Included,25.63,Region_4,Nontarget-Ephemeral,3,3080102,,,28.70457444,-81.86411832,10.02548876,,NLA12_FL-115,Non_Target,75,75,75c,75c,1378708.81,-878220.5616
NLA12_FL-116,,,,16.30943039,Included,0,Region_4,Nontarget-NotLake,3,3090205,,,26.5456043,-81.99657468,4.563116841,,NLA12_FL-116,Not_Lake,75,75,75b,75b,1400849.747,-1115705.174
NLA12_FL-117,,,,14.49129007,Included,11.19,Region_4,Nontarget-NotLake,3,3080101,,,28.90636018,-81.57702844,1.82032277,,NLA12_FL-117,Not_Lake,75,75,75c,75c,1403120.448,-851941.2593
NLA12_FL-118,,,,8.622655815,Included,0,Region_4,Nontarget-Coastal Saline,3,3080202,,,28.65100069,-80.77530111,1.3981333,,NLA12_FL-118,Lake_Saline,75,75,75d,75d,1484972.16,-867671.3828
NLA12_FL-119,,,,14.2203305,Included,9.8,Region_4,AccessDenied,3,3100206,NATURAL,NATURAL,28.10946202,-82.62014581,1.967905301,,NLA12_FL-119,Target_Denied,75,75,75b,75b,1314704.841,-954032.7313
NLA12_FL-120,,,,46.26208566,Included,18.05,Region_4,Nontarget-Other,3,3110101,,,29.51278488,-82.56516595,5.100407446,,NLA12_FL-120,Non_Target,75,75,75c,75c,1298191.353,-799532.8063
NLA12_FL-121,,,,4.530188661,Included,29.7,Region_4,Nontarget-Ephemeral,3,3120003,,,30.64922832,-84.09923534,0.947968975,,NLA12_FL-121,Non_Target,65,65,65o,65o,1135028.02,-694153.0592
NLA12_FL-122,,,,5.08865429,Included,17.36,Region_4,Nontarget-Vegetated,3,3080101,,,28.02195576,-81.02802672,1.540949346,,NLA12_FL-122,Lake_Vegetated,75,75,75d,75d,1471436.02,-940251.3168
NLA12_FL-123,1,6218,5/15/2012,34.53119775,Included,33.47,Region_4,TargetSampleable,3,3090103,NATURAL,NATURAL,27.20734613,-81.35075299,2.239099294,,NLA12_FL-123,Target_Sampled,75,75,75c,75c,1453769.946,-1033988.153
NLA12_FL-123,2,8061,8/18/2012,34.53119775,Included,33.47,Region_4,TargetSampleable,3,3090103,NATURAL,NATURAL,27.20734613,-81.35075299,2.239099294,,NLA12_FL-123,Target_Sampled,75,75,75c,75c,1453769.946,-1033988.153
NLA12_FL-124,,,,10.98253339,Included,43.53,Region_4,Nontarget-Vegetated,3,3080102,,,29.60522871,-82.11174679,1.582779858,,NLA12_FL-124,Lake_Vegetated,75,75,75d,75d,1340205.11,-783096.095
NLA12_FL-125,,,,39.49539383,Included,29.13,Region_4,Nontarget-Ephemeral,3,3130004,,,30.93050336,-85.02908084,5.46140845,,NLA12_FL-125,Non_Target,65,65,65g,65g,1043154.229,-673768.4545
NLA12_FL-126,1,7909,8/13/2012,2674.826553,Included,15.52,Region_4,TargetSampleable,3,3090101,NATURAL,NATURAL,28.02489816,-81.41000805,41.65787343,,NLA12_FL-126,Target_Sampled,75,75,75d,75d,1434144.769,-945769.7288
NLA12_FL-127,,,,0.134435335,Included,29.89,Region_4,Nontarget-TooSmall,3,3100203,,,27.60744015,-82.22298258,0.134686603,,NLA12_FL-127,Lake_LT_1ha,75,75,75b,75b,1361465.726,-1003290.829
NLA12_FL-128,,,,3.035510781,Included,0.37,Region_4,Nontarget-Coastal Saline,3,3090203,,,25.27140056,-80.4137326,0.671365508,,NLA12_FL-128,Lake_Saline,76,76,76d,76d,1580675.964,-1229038.455
NLA12_FL-129,,,,4.092540318,Included,1.22,Region_4,Nontarget-NotLake,3,3080201,,,29.57248555,-81.17234118,1.534088082,,NLA12_FL-129,Not_Lake,75,75,75d,75d,1430707.865,-772989.5429
NLA12_FL-130,1,7814,8/9/2012,21.50698766,Included,28.99,Region_4,TargetSampleable,3,3080102,NATURAL,NATURAL,28.56416506,-81.77977349,2.710336738,,NLA12_FL-130,Target_Sampled,75,75,75c,75c,1389189.114,-892350.3034
NLA12_FL-131,,,,5.926130269,Included,26.32,Region_4,Nontarget-TooSmall,3,3100208,,,28.74792286,-81.94129341,1.703962646,,NLA12_FL-131,Lake_LT_1ha,75,75,75c,75c,1370529.981,-874593.6919
NLA12_FL-132,1,8060,8/19/2012,605.4412435,Included,5.41,Region_4,TargetSampleable,3,3090204,NATURAL,NATURAL,26.42221393,-81.49292185,9.60041014,,NLA12_FL-132,Target_Sampled,75,75,75b,75b,1452911.151,-1121557.522
NLA12_FL-133,,,,9.570495158,Included,11.06,Region_4,Nontarget-Ephemeral,3,3080101,,,28.93748347,-81.42832518,2.036340419,,NLA12_FL-133,Non_Target,75,75,75c,75c,1416947.727,-846329.9028
NLA12_FL-134,,,,15.1647126,Included,19.75,Region_4,Nontarget-NotLake,3,3080101,,,28.35290612,-81.01771586,2.114199723,,NLA12_FL-134,Not_Lake,75,75,75d,75d,1466700.433,-903981.4153
NLA12_FL-135,,,,22.07817904,Included,29.86,Region_4,AccessDenied,3,3090101,NATURAL,NATURAL,27.52916284,-81.44340396,2.028390633,,NLA12_FL-135,Target_Denied,75,75,75c,75c,1439235.027,-1000341.335
NLA12_FL-136,,,,8.820816797,Included,16.52,Region_4,Nontarget-NotLake,3,3080102,,,29.47192125,-82.52162676,1.699791186,,NLA12_FL-136,Not_Lake,75,75,75c,75c,1303010.536,-803421.0176
NLA12_FL-137,,,,1.139604635,Included,29.42,Region_4,Nontarget-MapError,3,3110205,,,29.78802727,-83.02546032,0.407608929,,NLA12_FL-137,Not_Lake,75,75,75a,75a,1249841.511,-775477.8938
NLA12_FL-138,,,,37.95794557,Included,19.14,Region_4,Nontarget-MapError,3,3080101,,,28.05224943,-80.99280981,4.030308922,,NLA12_FL-138,Not_Lake,75,75,75d,75d,1474342.215,-936401.499
NLA12_FL-139,,,,150.9111825,Included,0,Region_4,Nontarget-NotLake,3,3080202,,,28.58936319,-80.5997633,13.5269151,,NLA12_FL-139,Not_Lake,75,75,75d,75d,1503044.272,-871640.8877
NLA12_FL-140,,,,3.556451631,Included,7.63,Region_4,Nontarget-NotLake,3,3080103,,,29.576444,-81.7109117,0.706977425,,NLA12_FL-140,Not_Lake,75,75,75d,75d,1379075.607,-780517.6333
NLA12_FL-141,1,8026,8/17/2012,32.73195533,Included,23.09,Region_4,TargetSampleable,3,3140203,NATURAL,NATURAL,30.51614943,-85.70778846,3.489682325,,NLA12_FL-141,Target_Sampled,65,65,65g,65g,983859.0398,-726772.3908
NLA12_FL-R04,1,1000190,8/15/2012,175.0209169,Excluded,12.6,Region_4,TargetSampleable,3,3080102,NATURAL,NATURAL,29.23344674,-81.90578186,5.900813545,,NLA12_FL-R04,Target_Sampled,75,75,75d,75d,1366023.91,-820919.713
NLA12_FL-R06,1,7532,7/29/2012,719.2747735,Excluded,46.63,Region_4,TargetSampleable,3,3070204,NATURAL,NATURAL,30.22667337,-82.43711308,9.96418038,,NLA12_FL-R06,Target_Sampled,75,75,75e,75e,1299216.676,-719382.8408
NLA12_GA-101,1,6293,5/24/2012,9.741400804,Included,0.71,Region_4,TargetSampleable,3,3070203,MAN_MADE,MAN_MADE,31.05990761,-81.41324075,2.077285065,NLA06608-0530,NLA12_GA-101,Target_Sampled,75,75,75j,75j,1382394.837,-613355.7412
NLA12_GA-101,2,8277,8/28/2012,9.741400804,Included,0.71,Region_4,TargetSampleable,3,3070203,MAN_MADE,MAN_MADE,31.05990761,-81.41324075,2.077285065,NLA06608-0530,NLA12_GA-101,Target_Sampled,75,75,75j,75j,1382394.837,-613355.7412
NLA12_GA-102,1,7307,7/19/2012,5.011122915,Included,31.76,Region_4,TargetSampleable,3,3060106,NATURAL,NATURAL,33.29924834,-81.8952677,2.164180876,NLA06608-1469,NLA12_GA-102,Target_Sampled,65,65,65p,65p,1300149.646,-373427.0898
NLA12_GA-103,1,8122,8/21/2012,32.2687803,Included,110.89,Region_4,TargetSampleable,3,3130007,MAN_MADE,MAN_MADE,32.0700182,-84.29710667,4.836577368,NLA06608-0815,NLA12_GA-103,Target_Sampled,65,65,65k,65k,1096830.953,-539582.6278
NLA12_GA-104,1,7453,7/25/2012,3511.416103,Included,256.03,Region_4,TargetSampleable,3,3150104,MAN_MADE,RESERVOIR,34.13780782,-84.64845153,254.5063158,NLA06608-0591,NLA12_GA-104,Target_Sampled,45,45,45a,45a,1036558.421,-314426.0422
NLA12_GA-105,1,7021,7/9/2012,1341.256047,Included,515.11,Region_4,TargetSampleable,6,6020003,MAN_MADE,RESERVOIR,34.7978933,-84.25515016,100.3476446,NLA06608-0943,NLA12_GA-105,Target_Sampled,66,66,66j,66g,1063193.597,-236813.8403
NLA12_GA-106,,,,1.250006913,Included,250.43,Region_4,Nontarget-NoRecAquatUse,3,3130005,,,32.99743397,-84.73150494,0.504632451,,NLA12_GA-106,Lake_Special_Purpose,45,45,45b,45b,1044077.771,-441805.6264
NLA12_GA-107,1,6585,6/13/2012,2.44459094,Included,130.95,Region_4,TargetSampleable,3,3130005,MAN_MADE,MAN_MADE,32.63881298,-83.96692927,0.710991927,,NLA12_GA-107,Target_Sampled,65,65,65c,65c,1119605.064,-472813.322
NLA12_GA-108,,,,1.522140228,Included,276.76,Region_4,Nontarget-TooSmall,3,3130001,,,33.96036964,-84.25541534,0.488873299,,NLA12_GA-108,Lake_LT_1ha,45,45,45a,45a,1074713.026,-329745.3635
NLA12_GA-109,,,,16.0708152,Included,52,Region_4,Nontarget-Ephemeral,3,3130009,MAN_MADE,MAN_MADE,31.37591712,-84.41376093,1.861633263,,NLA12_GA-109,Non_Target,65,65,65g,65g,1095352.747,-617645.0523
NLA12_GA-110,,,,1.289746245,Included,360.34,Region_4,Nontarget-TooSmall,3,3150108,,,33.81805625,-85.20406452,0.46648146,,NLA12_GA-110,Lake_LT_1ha,45,45,45d,45d,990097.8188,-355842.1438
NLA12_GA-111,1,7791,8/8/2012,6.715845621,Included,101.79,Region_4,TargetSampleable,3,3070105,MAN_MADE,MAN_MADE,32.18276667,-83.17085941,1.123799699,,NLA12_GA-111,Target_Sampled,65,65,65l,65l,1200081.61,-513511.2841
NLA12_GA-112,1,6226,5/16/2012,5.080895318,Included,248.22,Region_4,TargetSampleable,3,3070103,MAN_MADE,MAN_MADE,33.37323584,-84.28588958,1.272060161,,NLA12_GA-112,Target_Sampled,45,45,45b,45b,1080002.721,-395179.9899
NLA12_GA-112,2,7993,8/15/2012,5.080895318,Included,248.22,Region_4,TargetSampleable,3,3070103,MAN_MADE,MAN_MADE,33.37323584,-84.28588958,1.272060161,,NLA12_GA-112,Target_Sampled,45,45,45b,45b,1080002.721,-395179.9899
NLA12_GA-113,,,,18.67660458,Included,64.95,Region_4,Nontarget-Vegetated,3,3110203,,,31.12984108,-83.24918872,2.489419143,,NLA12_GA-113,Lake_Vegetated,65,65,65h,65h,1208481.868,-630684.4625
NLA12_GA-114,1,8316,8/29/2012,8.004731299,Included,62.26,Region_4,TargetSampleable,3,3060203,MAN_MADE,MAN_MADE,32.38244403,-81.92934836,1.426661972,,NLA12_GA-114,Target_Sampled,65,65,65l,65l,1312121.171,-475064.8491
NLA12_GA-115,,,,23.4890386,Included,70.52,Region_4,Nontarget-Vegetated,3,3070107,MAN_MADE,MAN_MADE,32.56982905,-82.52464602,3.138722565,,NLA12_GA-115,Lake_Vegetated,65,65,65l,65l,1254036.198,-462426.0328
NLA12_GA-116,,,,6.896893982,Included,91.51,Region_4,AccessDenied,3,3110202,MAN_MADE,MAN_MADE,31.75828547,-83.51569683,1.190254074,,NLA12_GA-116,Target_Denied,65,65,65h,65h,1174207.543,-564692.6157
NLA12_GA-117,,,,4.457540169,Included,43.97,Region_4,Nontarget-NotLake,3,3070104,,,31.80601988,-83.03799078,1.005845982,,NLA12_GA-117,Not_Lake,65,65,65p,65p,1218141.384,-553410.9175
NLA12_GA-118,1,6889,6/28/2012,18.06463261,Included,844.06,Region_4,TargetSampleable,3,3150102,MAN_MADE,MAN_MADE,34.54604983,-84.36246964,2.856877941,,NLA12_GA-118,Target_Sampled,66,66,66g,66g,1056968.178,-265966.0137
NLA12_GA-119,,,,62.8250123,Included,136.37,Region_4,AccessDenied,3,3060201,MAN_MADE,MAN_MADE,33.39937114,-82.71281563,4.695079611,NLA06608-3103,NLA12_GA-119,Target_Denied,45,45,45b,45b,1223738.464,-373219.4649
NLA12_GA-120,,,,4.547666688,Included,62.02,Region_4,AccessDenied,3,3120002,MAN_MADE,MAN_MADE,30.92262116,-83.9277276,0.82646363,,NLA12_GA-120,Target_Denied,65,65,65h,65h,1147447.863,-661944.7254
NLA12_GA-121,,,,17.14145884,Included,36.72,Region_4,Nontarget-NotLake,3,3110201,,,31.00605079,-82.26498173,2.144161342,,NLA12_GA-121,Not_Lake,75,75,75g,75g,1303118.025,-631313.7342
NLA12_GA-122,,,,1.594573009,Included,198.68,Region_4,AccessDenied,3,3130002,MAN_MADE,MAN_MADE,32.65372071,-84.78221069,0.588870622,,NLA12_GA-122,Target_Denied,45,45,45b,45b,1043917.747,-480443.3157
NLA12_GA-123,,,,4.783540086,Included,176.29,Region_4,AccessDenied,3,3130006,MAN_MADE,MAN_MADE,32.48734811,-84.45509942,1.330406142,,NLA12_GA-123,Target_Denied,65,65,65c,65c,1076459.246,-495216.1249
NLA12_GA-124,,,,4.133622267,Included,222.93,Region_4,AccessDenied,3,3070101,MAN_MADE,MAN_MADE,33.94974895,-83.27564061,0.779314104,,NLA12_GA-124,Target_Denied,45,45,45b,45b,1164012.22,-319381.9143
NLA12_GA-125,,,,6.168766516,Included,74.68,Region_4,AccessDenied,3,3130009,MAN_MADE,MAN_MADE,31.60953804,-84.4747769,1.513430495,,NLA12_GA-125,Target_Denied,65,65,65g,65g,1086466.633,-592532.0584
NLA12_GA-126,,,,34.38719568,Included,219.04,Region_4,AccessDenied,3,3150104,MAN_MADE,MAN_MADE,34.14164011,-85.09435649,2.978332822,,NLA12_GA-126,Target_Denied,67,67,67f,67f,995974.4564,-318769.0392
NLA12_GA-127,1,8178,8/22/2012,138.376504,Included,48.23,Region_4,TargetSampleable,3,3070105,MAN_MADE,MAN_MADE,32.09647199,-82.90033962,8.037342511,,NLA12_GA-127,Target_Sampled,65,65,65l,65l,1226549.613,-519585.2931
NLA12_GA-R01,1,7461,7/25/2012,1.59932694,Excluded,181.98,Region_4,TargetSampleable,3,3130005,MAN_MADE,MAN_MADE,32.85947959,-84.39692999,0.622560844,NLA06608-0527,NLA12_GA-R01,Target_Sampled,45,45,45b,45b,1076800.618,-453355.2304
NLA12_GA-R11,1,8027,8/16/2012,30.7054431,Excluded,36.76,Region_4,TargetSampleable,3,3110201,MAN_MADE,MAN_MADE,30.83352376,-82.356882,13.01802587,,NLA12_GA-R11,Target_Sampled,75,75,75g,75g,1297203.642,-651555.5851
NLA12_IA-101,1,6604,6/14/2012,362.6214389,Included,372.61,Region_7,TargetSampleable,7,7100002,NATURAL,NATURAL,43.15573772,-94.65034846,23.45125229,NLA06608-1015,NLA12_IA-101,Target_Sampled,47,47,47b,47b,109192.4168,634086.9714
NLA12_IA-101,2,7242,7/17/2012,362.6214389,Included,372.61,Region_7,TargetSampleable,7,7100002,NATURAL,NATURAL,43.15573772,-94.65034846,23.45125229,NLA06608-1015,NLA12_IA-101,Target_Sampled,47,47,47b,47b,109192.4168,634086.9714
NLA12_IA-102,1,7462,7/26/2012,20.67339419,Included,437.09,Region_7,TargetSampleable,10,10230003,NATURAL,NATURAL,43.46131869,-95.17250624,1.690054795,NLA06608-1271,NLA12_IA-102,Target_Sampled,47,47,47b,47b,66651.99628,667721.4821
NLA12_IA-103,1,6789,6/26/2012,6.618384421,Included,238.24,Region_7,TargetSampleable,7,7100008,MAN_MADE,MAN_MADE_AB,41.43874241,-93.54970598,1.609869937,NLA06608-2036,NLA12_IA-103,Target_Sampled,47,47,47f,47f,203173.2661,443942.3752
NLA12_IA-104,1,7017,7/9/2012,50.17118056,Included,238.83,Region_7,TargetSampleable,7,7080106,MAN_MADE,MAN_MADE,41.47723398,-92.46027767,7.186495197,NLA06608-1268,NLA12_IA-104,Target_Sampled,47,47,47f,47f,293310.6074,451094.3729
NLA12_IA-105,1,6530,6/11/2012,176.3473158,Included,370.08,Region_7,TargetSampleable,7,7100006,NATURAL,NATURAL_ENH,42.49288038,-94.62256302,8.899260575,NLA06608-1736,NLA12_IA-105,Target_Sampled,47,47,47b,47b,112513.7333,560059.6034
NLA12_IA-106,1,6768,6/25/2012,93.28222097,Included,278.75,Region_7,TargetSampleable,7,7100008,MAN_MADE,MAN_MADE,41.46944302,-93.9205438,10.26069584,NLA06608-2056,NLA12_IA-106,Target_Sampled,47,47,47f,47f,172354.3296,446644.977
NLA12_IA-107,1,6416,6/4/2012,300.5586655,Included,380.53,Region_7,TargetSampleable,7,7080203,NATURAL,NATURAL,43.38972512,-93.4978572,12.37689429,NLA06608-1223,NLA12_IA-107,Target_Sampled,47,47,47b,47b,201729.3289,662094.9017
NLA12_IA-108,,,,19.1522793,Included,321.29,Region_7,Nontarget-NotLake,10,10230001,NATURAL,NATURAL,42.13586476,-96.24247413,3.300736741,,NLA12_IA-108,Not_Lake,47,47,47d,47d,-19908.6403,519348.4626
NLA12_IA-109,1,6660,6/18/2012,51.59235412,Included,429.62,Region_7,TargetSampleable,10,10230003,NATURAL,NATURAL,43.48048198,-95.19385604,3.419497179,,NLA12_IA-109,Target_Sampled,47,47,47b,47b,64914.23455,669845.72
NLA12_IA-110,,,,4.321741728,Included,402.13,Region_7,Nontarget-NoRecAquatUse,10,10230005,MAN_MADE,MAN_MADE,42.30278282,-95.54356372,0.979463467,,NLA12_IA-110,Lake_Special_Purpose,47,47,47e,47e,37386.51058,538079.7381
NLA12_IA-111,,,,1.573977599,Included,225.1,Region_7,Nontarget-NoRecAquatUse,7,7100009,MAN_MADE,MAN_MADE,40.71792731,-92.03328555,0.511680413,,NLA12_IA-111,Lake_Special_Purpose,40,40,40a,40a,332220.358,367550.8897
NLA12_IA-112,,,,2.061965831,Included,280.55,Region_7,Nontarget-MapError,7,7080204,MAN_MADE,MAN_MADE,42.63530753,-92.51449329,0.693226831,,NLA12_IA-112,Not_Lake,47,47,47c,47c,284070.3825,580374.9337
NLA12_IA-113,1,6848,6/28/2012,163.0441416,Included,339.34,Region_7,TargetSampleable,10,10280102,MAN_MADE,MAN_MADE,40.85032616,-94.07030363,16.91992097,,NLA12_IA-113,Target_Sampled,40,40,40a,40a,161350.7404,377082.3121
NLA12_IA-114,,,,24.745997,Included,330.53,Region_7,Nontarget-TooShallow,7,7100006,NATURAL,NATURAL,42.10756533,-94.4021749,2.574973717,,NLA12_IA-114,Lake_Shallow,47,47,47b,47b,131238.5951,517261.1867
NLA12_IA-115,,,,9.144098788,Included,157.85,Region_7,Nontarget-NotLake,7,7080104,NATURAL,NATURAL,40.5858005,-91.41650104,1.683541768,,NLA12_IA-115,Not_Lake,72,72,72d,72d,384553.4153,355093.1367
NLA12_IA-116,,,,179.1843035,Included,370.07,Region_7,Nontarget-TooShallow,7,7080207,NATURAL,NATURAL,43.12762821,-93.73389082,8.539223088,,NLA12_IA-116,Lake_Shallow,47,47,47b,47b,183401.2896,632358.9035
NLA12_IA-117,,,,1.670598161,Included,290.42,Region_7,Nontarget-NoRecAquatUse,7,7100008,MAN_MADE,MAN_MADE,41.07304128,-93.4866414,0.584764293,,NLA12_IA-117,Lake_Special_Purpose,40,40,40a,40a,209483.8624,403153.4197
NLA12_IA-118,,,,1.8153492,Included,284.02,Region_7,Nontarget-NotLake,7,7080207,NATURAL,NATURAL,42.29322701,-93.08285058,0.776358873,,NLA12_IA-118,Not_Lake,47,47,47f,47f,238938.7168,540588.9422
NLA12_IA-119,,,,1.021339604,Included,229.95,Region_7,Nontarget-NoRecAquatUse,7,7080208,MAN_MADE,MAN_MADE,41.81586579,-91.54666576,0.399675637,,NLA12_IA-119,Lake_Special_Purpose,47,47,47f,47f,367189.9957,492131.2198
NLA12_IA-120,1,6541,6/12/2012,1223.533265,Included,426.54,Region_7,TargetSampleable,7,7100006,NATURAL,NATURAL,42.62364617,-95.19096081,17.85470524,,NLA12_IA-120,Target_Sampled,47,47,47a,47b,65962.14668,574142.3309
NLA12_IA-120,2,7371,7/23/2012,1223.533265,Included,426.54,Region_7,TargetSampleable,7,7100006,NATURAL,NATURAL,42.62364617,-95.19096081,17.85470524,,NLA12_IA-120,Target_Sampled,47,47,47a,47b,65962.14668,574142.3309
NLA12_IA-121,,,,1.046654122,Included,389.61,Region_7,Nontarget-NoRecAquatUse,10,10240012,MAN_MADE,MAN_MADE,41.05283455,-94.43046995,0.386254019,,NLA12_IA-121,Lake_Special_Purpose,47,47,47f,47f,130864.1399,399201.2991
NLA12_IA-122,,,,25.02690938,Included,247.23,Region_7,Nontarget-NoRecAquatUse,7,7100006,MAN_MADE,MAN_MADE,41.53320871,-93.75335776,2.602008583,,NLA12_IA-122,Lake_Special_Purpose,47,47,47f,47f,186040.2433,454095.2263
NLA12_IA-123,,,,42.82404323,Included,260.91,Region_7,AccessDenied,7,7080106,MAN_MADE,MAN_MADE,41.58039551,-92.58091158,5.609015886,,NLA12_IA-123,Target_Denied,47,47,47f,47f,282903.6534,462266.7426
NLA12_IA-124,,,,1.885492241,Included,361.84,Region_7,Nontarget-NoRecAquatUse,10,10230004,MAN_MADE,MAN_MADE,42.44731606,-96.11265959,0.694028683,,NLA12_IA-124,Lake_Special_Purpose,47,47,47m,47m,-9208.7772,554155.725
NLA12_IA-125,,,,419.2551795,Included,408.86,Region_7,TargetOther,10,10230003,NATURAL,NATURAL,43.1932898,-94.95026029,13.7044225,,NLA12_IA-125,Target_Other,47,47,47b,47b,84883.10721,637974.2163
NLA12_IA-126,,,,4.401339578,Included,377.14,Region_7,Nontarget-NoRecAquatUse,10,10230003,MAN_MADE,MAN_MADE,42.16533976,-95.89864227,1.543682784,,NLA12_IA-126,Lake_Special_Purpose,47,47,47m,47m,8318.5944,522624.0507
NLA12_IA-127,1,7041,7/10/2012,34.71897683,Included,249.34,Region_7,TargetSampleable,7,7110001,MAN_MADE,MAN_MADE,40.75439094,-92.44007539,5.148097136,,NLA12_IA-127,Target_Sampled,40,40,40a,40a,298014.7923,370282.6402
NLA12_IA-128,,,,9.514633373,Included,310.19,Region_7,Nontarget-NotLake,7,7080102,NATURAL,NATURAL,42.88684533,-92.3138072,2.546388988,,NLA12_IA-128,Not_Lake,47,47,47c,47c,299328.3586,609080.4381
NLA12_IA-129,,,,2.515869179,Included,325.85,Region_7,Nontarget-NoRecAquatUse,10,10280103,MAN_MADE,MAN_MADE,40.67807057,-93.39191163,0.614583091,,NLA12_IA-129,Lake_Special_Purpose,40,40,40a,40a,218591.1825,359152.1394
NLA12_IA-130,,,,1.660439912,Included,377.93,Region_7,Nontarget-TooSmall,7,7100006,MAN_MADE,MAN_MADE,42.49520219,-95.03467814,0.50719116,,NLA12_IA-130,Lake_LT_1ha,47,47,47b,47b,78849.53847,559904.2183
NLA12_IA-131,,,,2.037614358,Included,242.67,Region_7,Nontarget-NoRecAquatUse,7,7060006,MAN_MADE,MAN_MADE,42.0329852,-90.92092057,0.608497129,,NLA12_IA-131,Lake_Special_Purpose,47,47,47f,47f,417440.8025,518973.6425
NLA12_IA-132,1,6464,6/7/2012,41.07701142,Included,372.18,Region_7,TargetSampleable,7,7080207,NATURAL,NATURAL,42.8383562,-93.69187566,2.860371935,,NLA12_IA-132,Target_Sampled,47,47,47b,47b,187585.7971,600134.6938
NLA12_IA-133,,,,2.083082823,Included,319.59,Region_7,Nontarget-NoRecAquatUse,10,10240001,MAN_MADE,MAN_MADE,41.02936025,-95.73139693,0.685512134,,NLA12_IA-133,Lake_Special_Purpose,47,47,47m,47m,22403.98103,395523.8676
NLA12_IA-134,1,7125,7/12/2012,41.29238706,Included,283.57,Region_7,TargetSampleable,7,7080208,MAN_MADE,MAN_MADE,42.12868906,-92.72458951,4.049986874,,NLA12_IA-134,Target_Sampled,47,47,47f,47f,268906.3629,523155.0167
NLA12_IA-135,,,,16.2449186,Included,161.59,Region_7,Nontarget-NotLake,7,7080101,NATURAL,NATURAL,41.2216783,-91.09850436,3.497594261,,NLA12_IA-135,Not_Lake,72,72,72d,72d,407539.3146,427536.6038
NLA12_IA-136,,,,110.0549676,Included,365.83,Region_7,TargetOther,7,7100004,NATURAL,NATURAL,42.66981217,-94.4913936,4.788685061,NLA06608-3528,NLA12_IA-136,Target_Other,47,47,47b,47b,122913.2947,579997.0975
NLA12_IA-137,,,,3.016239427,Included,334.81,Region_7,Nontarget-NoRecAquatUse,10,10240009,MAN_MADE,MAN_MADE,41.01963775,-94.92583823,0.725072767,,NLA12_IA-137,Lake_Special_Purpose,47,47,47f,47f,89605.54447,394909.9735
NLA12_IA-138,,,,8.545774427,Included,285.54,Region_7,Nontarget-NoRecAquatUse,7,7100006,MAN_MADE,MAN_MADE,41.85741137,-94.17671889,1.131988484,,NLA12_IA-138,Lake_Special_Purpose,47,47,47b,47b,150291.315,489616.2605
NLA12_IA-139,,,,3.997639138,Included,218.99,Region_7,Nontarget-NoRecAquatUse,7,7080107,MAN_MADE,MAN_MADE,41.28226342,-91.85273693,0.851855125,,NLA12_IA-139,Lake_Special_Purpose,47,47,47f,47f,344575.507,431326.8445
NLA12_IA-140,,,,11.2258498,Included,303.66,Region_7,Nontarget-NotLake,10,10230001,NATURAL,NATURAL,41.60727393,-96.11213697,2.731091801,,NLA12_IA-140,Not_Lake,47,47,47d,47d,-9276.9349,460190.5684
NLA12_IA-141,,,,3.3683327,Included,405.66,Region_7,Nontarget-NoRecAquatUse,10,10170203,MAN_MADE,MAN_MADE,42.7367863,-96.5142462,0.882995941,,NLA12_IA-141,Lake_Special_Purpose,47,47,47e,47e,-41859.1212,586619.7685
NLA12_IA-142,,,,1.8021005,Included,393.41,Region_7,Nontarget-NoRecAquatUse,10,10280102,MAN_MADE,MAN_MADE,41.28248321,-94.43623338,0.585201344,,NLA12_IA-142,Lake_Special_Purpose,47,47,47f,47f,129960.5873,424900.8633
NLA12_IA-143,,,,4.654206254,Included,161.47,Region_7,Nontarget-NotLake,7,7080101,NATURAL,NATURAL,41.17157004,-91.06062088,1.145514369,,NLA12_IA-143,Not_Lake,72,72,72d,72d,410977.7884,422097.3926
NLA12_IA-144,,,,1.194518077,Included,309.66,Region_7,Nontarget-TooSmall,7,7060006,MAN_MADE,MAN_MADE,42.58467197,-91.55577677,0.424955938,,NLA12_IA-144,Lake_LT_1ha,47,47,47c,47c,362419.9789,577981.0061
NLA12_IA-145,,,,154.7021079,Included,251.21,Region_7,AccessDenied,7,7100009,MAN_MADE,MAN_MADE,40.8331725,-92.72946093,11.88500112,,NLA12_IA-145,Target_Denied,40,40,40a,40a,273495.6414,378229.7005
NLA12_IA-146,,,,2.910919289,Included,243.52,Region_7,Nontarget-NoRecAquatUse,7,7100008,MAN_MADE,MAN_MADE,41.38997568,-93.33034214,0.733059926,,NLA12_IA-146,Lake_Special_Purpose,47,47,47f,47f,221511.1915,438975.9167
